cell_id	evidence_tier	axis	tranche_id	estimator	family_route	dpar	effect_type	structure_provider	primary_evidence_id	primary_evidence_class	primary_run_id	primary_command	primary_replicates	n_evidence_rows	all_evidence_classes	has_interval_receipt	n_distinct_seeds	claim_boundary	next_gate
mc-0318	interval_feasible	model_surface	legacy-census	ML	gaussian	sigma	structured	relmat	ev-mc-0318-b2-e0-q2-profile-high	contract_test	Lane B2 E0 q2 exact retained high-rung profile cohort	Rscript tools/run-b2-e0-q2-profile.R --cell=<exact cell> --authorization=docs/dev-log/interval-campaign-bindings/2026-07-30-b2-e0-q2-execution-authorization.tsv	One fixed-seed high-rung fixture for each exact target; eight retained attempts, eight passes.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this exact Gaussian univariate q2 structured mu-plus-sigma slope cell, its named direct latent-SD target, and the frozen 72 groups x 20 observations high-rung fixture with one complete retained unclamped tmbprofile receipt. This establishes computational interval feasibili	Coverage/calibration and any broader-rung, target, formula, provider, or family claim require a separate pre-registered evidence arc.
mc-0380	interval_feasible	model_surface	legacy-census	ML	lognormal	mu	ordinary_re_slope	none	ev-mc-0380-ordinary-slope-profile-low	contract_test	Lane B ordinary-slope low-rung profile batch	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=<exact cell> --seed=20260621 --rung=low	One fixed-seed low-rung fixture; batch denominator 7 exact attempts (6 pass, mc-0271 retained failure).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct slope-SD target x frozen low-rung fixture, using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; it does not establish coverage, calibration, inference readiness, broader formula support, oth	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0386	interval_feasible	model_surface	arc3a	ML	lognormal	mu	structured	phylo	ev-mc-0386-q1-expanded-profile-low	contract_test	Lane B q1 expanded retained all-attempt profile batch	Rscript tools/run-lane-b-q1-expanded-profile-gate.R --cell=<exact cell> --target-id=<exact target> --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for the named exact target; all 12 q1-expanded target attempts retained.	4	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for this named cell x direct structured-q1 target x frozen low-rung source fixture with an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. REML, Coverage, calibration, bias, replication, and inference readiness were not evaluat	Coverage/calibration and any broader family/provider/q1 claim require a separate pre-registered evidence arc.
mc-0388	interval_feasible	model_surface	arc3a	ML	lognormal	mu	structured	relmat	ev-mc-0388-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	4	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0401	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	ordinary_re_intercept	none	ev-mc-0401-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0402	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	ordinary_re_slope	none	ev-mc-0402-ordinary-slope-profile-low	contract_test	Lane B ordinary-slope low-rung profile batch	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=<exact cell> --seed=20260621 --rung=low	One fixed-seed low-rung fixture; batch denominator 7 exact attempts (6 pass, mc-0271 retained failure).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct slope-SD target x frozen low-rung fixture, using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; it does not establish coverage, calibration, inference readiness, broader formula support, oth	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0403	interval_feasible	model_surface	legacy-census	ML	nbinom2	sigma	ordinary_re_intercept	none	ev-mc-0403-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0405	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	phylo	ev-mc-0405-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0406	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	spatial	ev-mc-0406-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0407	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	animal	ev-mc-0407-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0408	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	relmat	ev-mc-0408-q1-direct-intercept-profile-low	contract_test	Lane B whole-cell structured-q1 direct-intercept low-rung batch	Rscript tools/run-{b1,nb2}-q1-profile-gate.R --cell=<exact cell> --seed=<frozen registry seed> --rung=low	Six exact fixed-seed low-rung attempts (6 pass); mc-0407/mc-0408 share a numerical configuration and are not independent breadth evidence.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct q1 structured-intercept SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q1-wide support, slope	Coverage/calibration and any broader-rung, component, or provider claim require a separate pre-registered evidence arc.
mc-0410	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	phylo	ev-mc-0410-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0411	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	spatial	ev-mc-0411-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0412	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	animal	ev-mc-0412-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0413	interval_feasible	model_surface	legacy-census	ML	nbinom2	mu	structured	relmat	ev-mc-0413-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0429	interval_feasible	model_surface	legacy-census	ML	poisson	mu	ordinary_re_intercept	none	ev-mc-0429-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|external_comparator|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0431	interval_feasible	model_surface	legacy-census	ML	poisson	mu	ordinary_re_slope	none	ev-mc-0431-ordinary-slope-profile-low	contract_test	Lane B ordinary-slope low-rung profile batch	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=<exact cell> --seed=20260621 --rung=low	One fixed-seed low-rung fixture; batch denominator 7 exact attempts (6 pass, mc-0271 retained failure).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct slope-SD target x frozen low-rung fixture, using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; it does not establish coverage, calibration, inference readiness, broader formula support, oth	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0434	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	phylo	ev-mc-0434-q1-expanded-profile-low	contract_test	Lane B q1 expanded retained all-attempt profile batch	Rscript tools/run-lane-b-q1-expanded-profile-gate.R --cell=<exact cell> --target-id=<exact target> --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for the named exact target; all 12 q1-expanded target attempts retained.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct structured-q1 target x frozen low-rung source fixture with an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. REML, Coverage, calibration, bias, replication, and inference readiness were not evaluat	Coverage/calibration and any broader family/provider/q1 claim require a separate pre-registered evidence arc.
mc-0435	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	phylo	ev-mc-0435-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0440	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	spatial	ev-mc-0440-q1-expanded-profile-low	contract_test	Lane B q1 expanded retained all-attempt profile batch	Rscript tools/run-lane-b-q1-expanded-profile-gate.R --cell=<exact cell> --target-id=<exact target> --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for the named exact target; all 12 q1-expanded target attempts retained.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct structured-q1 target x frozen low-rung source fixture with an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. REML, Coverage, calibration, bias, replication, and inference readiness were not evaluat	Coverage/calibration and any broader family/provider/q1 claim require a separate pre-registered evidence arc.
mc-0441	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	spatial	ev-mc-0441-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0447	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	animal	ev-mc-0447-q1-expanded-profile-low	contract_test	Lane B q1 expanded retained all-attempt profile batch	Rscript tools/run-lane-b-q1-expanded-profile-gate.R --cell=<exact cell> --target-id=<exact target> --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for the named exact target; all 12 q1-expanded target attempts retained.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct structured-q1 target x frozen low-rung source fixture with an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. REML, Coverage, calibration, bias, replication, and inference readiness were not evaluat	Coverage/calibration and any broader family/provider/q1 claim require a separate pre-registered evidence arc.
mc-0448	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	animal	ev-mc-0448-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0451	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	relmat	ev-mc-0451-q1-expanded-profile-low	contract_test	Lane B q1 expanded retained all-attempt profile batch	Rscript tools/run-lane-b-q1-expanded-profile-gate.R --cell=<exact cell> --target-id=<exact target> --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile for the named exact target; all 12 q1-expanded target attempts retained.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named cell x direct structured-q1 target x frozen low-rung source fixture with an exact retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. REML, Coverage, calibration, bias, replication, and inference readiness were not evaluat	Coverage/calibration and any broader family/provider/q1 claim require a separate pre-registered evidence arc.
mc-0452	interval_feasible	model_surface	legacy-census	ML	poisson	mu	structured	relmat	ev-mc-0452-count-q1-slope-canonical-profile-g32	contract_test	Lane B canonical count q1 slope targetwise retained profile batch g32	Rscript tools/run-lane-b-count-q1-slope-canonical-profile-gate.R --cell=<exact cell> --seed=<predeclared g32 seed> --rung=g32 --goal-authorized=lane-b-144-goal	One predeclared frozen-seed g32 profile for each named slope target (8/8 pass); intercept siblings remain withheld.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for this named count-q1 structured mu slope-SD target with its direct retained unclamped tmbprofile receipt and the retained dense-LSS K=12 non-covering control. The intercept sibling is explicitly withheld. Coverage, calibration, bias, replication, inference readiness, provid	Coverage/calibration or any broader formula/provider/family claim requires a separate pre-registered evidence arc.
mc-0463	interval_feasible	model_surface	legacy-census	ML	skew_normal	mu	ordinary_re_intercept	none	ev-mc-0463-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0494	interval_feasible	model_surface	legacy-census	ML	student	mu	structured	spatial	ev-mc-0494-student-spatial-q1-highinfo-profile	contract_test	Lane B Student spatial q1 high-information target pair	Rscript tools/promote-lane-b-student-spatial-q1-highinfo-profile-receipts.R --write --goal-authorized=lane-b-144-goal	One fixed-seed n32 x 20 profile per exact direct target.	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for mc-0494 x its two exact direct Student spatial mu SD targets x the frozen n32 x 20 high-information fixture, each with a retained complete unclamped tmbprofile receipt. This establishes neither whole-formula, other target, provider-wide, family-wide, coverage, calibration,	Coverage/calibration require a separate pre-registered evidence arc.
mc-0511	interval_feasible	model_surface	legacy-census	ML	truncated_nbinom2	mu	ordinary_re_slope	none	ev-mc-0511-ordinary-slope-profile-low	contract_test	Lane B ordinary-slope low-rung profile batch	Rscript tools/run-lane-b-ordinary-slope-profile-gate.R --cell=<exact cell> --seed=20260621 --rung=low	One fixed-seed low-rung fixture; batch denominator 7 exact attempts (6 pass, mc-0271 retained failure).	2	contract_test|legacy_model_evidence	yes	1	interval_feasible only for the named cell x direct slope-SD target x frozen low-rung fixture, using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; it does not establish coverage, calibration, inference readiness, broader formula support, oth	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0538	interval_feasible	model_surface	legacy-census	ML	tweedie	mu	ordinary_re_intercept	none	ev-mc-0538-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0567	interval_feasible	model_surface	legacy-census	ML	zero_one_beta	mu	ordinary_re_intercept	none	ev-mc-0567-ordinary-intercept-expanded-profile-low	contract_test	Lane B expanded ordinary-intercept low-rung profile batch	Rscript tools/run-lane-b-ordinary-intercept-expanded-profile-gate.R --cell=<exact cell> --seed=<registry seed> --rung=low	One fixed-seed low-rung fixture; batch denominator 9 exact attempts (9 pass).	3	contract_test|legacy_model_evidence|model_recovery	yes	1	interval_feasible only for the named cell x direct intercept-SD target x frozen low-rung fixture using an exact retained unclamped tmbprofile receipt. This establishes computational interval feasibility only; coverage and calibration were not evaluated, and it does not establish inference readiness,	Coverage/calibration and any broader-rung or formula claim require a separate pre-registered evidence arc.
mc-0568	interval_feasible	model_surface	C14	ML	zero_one_beta	sigma	ordinary_re_intercept	none	ev-mc-0568-135trace-profile	contract_test	135-trace-prong-b-profile-feasibility	Totoro: Rscript tools/run-135-trace-campaign.R --cell=mc-0568 --seed-index=<1-5> --target='sd:sigma:(1 | id)' (GNU parallel -j64; DRMTMB_TOTORO_GO)	5 exact target receipts (5 pass)	4	contract_test|g2_contract_test|legacy_model_evidence|recovery_test	yes	5	Exact target sd:sigma:(1 | id). A profile-likelihood interval exists and is well-formed under ML for zero_one_beta ordinary sigma intercept q1 (true SD 0.45). Five-seed Totoro 135-trace campaign (tools/run-135-trace-campaign.R; source SHA 6618e4b30303f7815b272f709ac2c8d09089132d): estimates 0.388/0.	Coverage/calibration remain out of scope; a separate goal is required.
mc-0576	interval_feasible	model_surface	C14	ML	zero_one_beta	sigma	ordinary_re_slope	none	ev-mc-0576-135trace-profile	contract_test	135-trace-prong-b-profile-feasibility	Totoro: Rscript tools/run-135-trace-campaign.R --cell=mc-0576 --seed-index=<1-5> --target='sd:sigma:(0 + x | id)' (GNU parallel -j64; DRMTMB_TOTORO_GO)	5 exact target receipts (5 pass)	4	contract_test|g2_contract_test|legacy_model_evidence|recovery_test	yes	5	Exact target sd:sigma:(0 + x | id). A profile-likelihood interval exists and is well-formed under ML for zero_one_beta ordinary sigma slope q1 (true SD 0.45). Five-seed Totoro 135-trace campaign (tools/run-135-trace-campaign.R; source SHA 6618e4b30303f7815b272f709ac2c8d09089132d): estimates 0.423/0.	Coverage/calibration remain out of scope; a separate goal is required.
mc-0595	interval_feasible	model_surface	C16	ML	zero_one_beta	sigma	structured	relmat	ev-mc-0595-135trace-profile	contract_test	135-trace-prong-b-profile-feasibility	Totoro: Rscript tools/run-135-trace-campaign.R --cell=mc-0595 --seed-index=<1-5> --target='sd:sigma:relmat(1 | species)' (GNU parallel -j64; DRMTMB_TOTORO_GO)	5 exact target receipts (5 pass)	4	contract_test|legacy_model_evidence|recovery_test	yes	5	Exact target sd:sigma:relmat(1 | species). A profile-likelihood interval exists and is well-formed under ML for zero_one_beta sigma relmat q1 (true SD 0.45). Five-seed Totoro 135-trace campaign (tools/run-135-trace-campaign.R; source SHA 6618e4b30303f7815b272f709ac2c8d09089132d): estimates 0.555/0.4	Coverage/calibration remain out of scope; q2-plus boundary remains mc-0702; REML unavailable for zero_one_beta.
mc-0596	interval_feasible	model_surface	C16	ML	zero_one_beta	sigma	structured	spatial	ev-mc-0596-135trace-profile	contract_test	135-trace-prong-b-profile-feasibility	Totoro: Rscript tools/run-135-trace-campaign.R --cell=mc-0596 --seed-index=<1-5> --target='sd:sigma:spatial(1 | site)' (GNU parallel -j64; DRMTMB_TOTORO_GO)	5 exact target receipts (5 pass)	4	contract_test|legacy_model_evidence|recovery_test	yes	5	Exact target sd:sigma:spatial(1 | site). A profile-likelihood interval exists and is well-formed under ML for zero_one_beta sigma spatial q1 (true SD 0.45). Five-seed Totoro 135-trace campaign (tools/run-135-trace-campaign.R; source SHA 6618e4b30303f7815b272f709ac2c8d09089132d): estimates 0.502/0.45	Coverage/calibration remain out of scope; q2-plus boundary remains mc-0703; REML unavailable for zero_one_beta.
mc-0653	interval_feasible	model_surface	lane-c-c12	ML	zi_nbinom2	sigma	structured	phylo_interaction	ev-mc-0653-135trace-profile	contract_test	135-trace-prong-b-profile-feasibility	Totoro: Rscript tools/run-135-trace-campaign.R --cell=mc-0653 --seed-index=<1-5> --target='sd:sigma:phylo_interaction(1 | plant:pollinator)' (GNU parallel -j64; DRMTMB_TOTORO_GO)	5 exact target receipts (5 pass)	3	contract_test|legacy_model_evidence|recovery_test	yes	5	Exact target sd:sigma:phylo_interaction(1 | plant:pollinator). A profile-likelihood interval exists and is well-formed under ML for zi_nbinom2 sigma phylo_interaction q1 (true SD 0.60). Five-seed Totoro 135-trace campaign (tools/run-135-trace-campaign.R; source SHA 6618e4b30303f7815b272f709ac2c8d090	Coverage/calibration remain out of scope; REML unavailable for nbinom2 / zi_nbinom2 routes.
mc-0674	interval_feasible	model_surface	arc1b-s2r	REML	biv_gaussian	mu2	structured	relmat	ev-mc-0674-q2-production-profile-low	contract_test	Lane B production q2 target-wise low-rung profile batch	Rscript tools/run-lane-b-structured-q2-production-profile-gate.R --cell=<exact cell> --seed=20260727 --rung=low --goal-authorized=lane-b-144-goal	One fixed-seed low-rung profile per exact target (10/10 pass); animal/relmat ML pairs share numerical DGP realizations.	3	contract_test|model_recovery	yes	1	interval_feasible only for the named cell x direct q2 structured mu1/mu2 SD target x frozen low-rung estimator-specific fixture using an exact retained unclamped tmbprofile receipt. Coverage, calibration, and bias were not evaluated; this does not establish inference readiness, provider/family/q2-wi	Coverage/calibration and any broader q2/provider/estimator claim require a separate pre-registered evidence arc.
